timestamp,open,high,low,close,volume,currency_volume,extra_0,extra_1
2022-12-02 16:00:00,1.709,1.81,1.706,1.751,372322.960231,654768.780774,654768.780774,1
2022-12-03 16:00:00,1.752,1.764,1.701,1.742,234040.925377,406181.96716,406181.96716,1
2022-12-04 16:00:00,1.742,1.85,1.736,1.837,509262.49127,916950.961831,916950.961831,1
2022-12-05 16:00:00,1.836,2.03,1.827,1.909,1298072.874887,2479188.056016,2479188.056016,1
2022-12-06 16:00:00,1.909,2.016,1.842,1.99,1030248.750364,1980979.637292,1980979.637292,1
2022-12-07 16:00:00,1.984,2.021,1.922,1.937,627865.21775,1234323.769492,1234323.769492,1
2022-12-08 16:00:00,1.935,1.978,1.869,1.91,501486.202377,962485.037974,962485.037974,1
2022-12-09 16:00:00,1.909,1.929,1.873,1.904,212560.630009,404189.217192,404189.217192,1
2022-12-10 16:00:00,1.904,1.96,1.887,1.947,278539.679188,536217.209927,536217.209927,1
2022-12-11 16:00:00,1.948,1.983,1.821,1.845,474923.360674,893736.485338,893736.485338,1
2022-12-12 16:00:00,1.846,1.931,1.807,1.87,785766.06295,1464565.389749,1464565.389749,1
2022-12-13 16:00:00,1.87,1.933,1.829,1.9,309205.656251,582659.947598,582659.947598,1
2022-12-14 16:00:00,1.904,1.904,1.825,1.827,308925.305626,575246.474183,575246.474183,1
2022-12-15 16:00:00,1.828,1.835,1.667,1.683,539855.930849,941346.001186,941346.001186,1
2022-12-16 16:00:00,1.683,1.683,1.509,1.566,581610.969413,921159.222565,921159.222565,1
2022-12-17 16:00:00,1.565,1.616,1.562,1.598,184920.887815,292843.651107,292843.651107,1
2022-12-18 16:00:00,1.603,1.64,1.576,1.61,301570.091012,486296.873849,486296.873849,1
2022-12-19 16:00:00,1.608,1.655,1.514,1.629,368746.700965,588293.702017,588293.702017,1
2022-12-20 16:00:00,1.629,1.638,1.571,1.585,272962.875421,436632.594829,436632.594829,1
2022-12-21 16:00:00,1.585,1.59,1.527,1.532,322197.443224,500552.588075,500552.588075,1
2022-12-22 16:00:00,1.53,1.593,1.527,1.562,307454.466456,482381.565846,482381.565846,1
2022-12-23 16:00:00,1.56,1.565,1.518,1.538,166449.127509,256129.21657,256129.21657,1
2022-12-24 16:00:00,1.538,1.539,1.453,1.47,324723.541882,484979.386331,484979.386331,1
2022-12-25 16:00:00,1.471,1.505,1.45,1.453,339143.834334,497021.215131,497021.215131,1
2022-12-26 16:00:00,1.452,1.506,1.45,1.497,313720.074407,463824.430239,463824.430239,1
2022-12-27 16:00:00,1.499,1.53,1.449,1.458,472318.576678,696408.313393,696408.313393,1
2022-12-28 16:00:00,1.457,1.48,1.428,1.44,308597.280418,446958.70932,446958.70932,1
2022-12-29 16:00:00,1.441,1.45,1.396,1.427,304128.54315,432626.717384,432626.717384,1
2022-12-30 16:00:00,1.43,1.483,1.419,1.466,210729.84416,306934.84729,306934.84729,1
2022-12-31 16:00:00,1.466,1.481,1.427,1.469,224618.797447,325868.256433,325868.256433,1
2023-01-01 16:00:00,1.47,1.512,1.449,1.509,225686.462934,333899.866054,333899.866054,1
2023-01-02 16:00:00,1.51,1.543,1.501,1.507,204256.645517,309892.470998,309892.470998,1
2023-01-03 16:00:00,1.51,1.633,1.498,1.622,350889.388385,552298.137751,552298.137751,1
2023-01-04 16:00:00,1.621,1.649,1.539,1.573,455569.005546,720946.516552,720946.516552,1
2023-01-05 16:00:00,1.572,1.604,1.525,1.583,495385.93844,770558.763187,770558.763187,1
2023-01-06 16:00:00,1.582,1.763,1.582,1.724,876030.675007,1455408.288969,1455408.288969,1
2023-01-07 16:00:00,1.724,1.739,1.644,1.69,353065.603285,594659.387075,594659.387075,1
2023-01-08 16:00:00,1.692,1.826,1.659,1.804,691225.945087,1221209.490041,1221209.490041,1
2023-01-09 16:00:00,1.804,1.833,1.736,1.8,467336.869035,833232.054151,833232.054151,1
2023-01-10 16:00:00,1.8,1.806,1.704,1.707,251667.095778,445591.327701,445591.327701,1
2023-01-11 16:00:00,1.71,1.851,1.704,1.777,572532.319385,1023981.610158,1023981.610158,1
2023-01-12 16:00:00,1.778,1.872,1.776,1.862,459753.31043,843101.358197,843101.358197,1
2023-01-13 16:00:00,1.862,2.342,1.832,2.098,1961253.205765,4104576.403573,4104576.403573,1
2023-01-14 16:00:00,2.097,2.248,1.997,2.22,947572.616748,1995215.371152,1995215.371152,1
2023-01-15 16:00:00,2.221,2.313,2.088,2.182,951160.386706,2072630.459854,2072630.459854,1
2023-01-16 16:00:00,2.182,2.393,2.086,2.295,1018317.465187,2277056.12991,2277056.12991,1
2023-01-17 16:00:00,2.294,2.329,2.091,2.152,754083.984309,1697500.372972,1697500.372972,1
2023-01-18 16:00:00,2.153,2.161,2.016,2.142,726672.346621,1522977.77216,1522977.77216,1
2023-01-19 16:00:00,2.141,2.486,2.116,2.397,1414918.66668,3298755.428936,3298755.428936,1
2023-01-20 16:00:00,2.397,2.73,2.397,2.557,1275126.7545,3295246.301516,3295246.301516,1
2023-01-21 16:00:00,2.557,2.67,2.522,2.59,454647.92015,1177148.101959,1177148.101959,1
2023-01-22 16:00:00,2.591,2.68,2.49,2.542,436905.985521,1126158.168661,1126158.168661,1
2023-01-23 16:00:00,2.54,2.629,2.509,2.551,400957.21997,1027140.498742,1027140.498742,1
2023-01-24 16:00:00,2.551,2.557,2.278,2.386,854626.810454,2034570.267621,2034570.267621,1
2023-01-25 16:00:00,2.389,2.563,2.374,2.387,596595.292843,1463380.520257,1463380.520257,1
2023-01-26 16:00:00,2.388,2.619,2.322,2.504,753065.377698,1834566.05583,1834566.05583,1
2023-01-27 16:00:00,2.503,2.574,2.421,2.45,346443.13897,869133.201605,869133.201605,1
2023-01-28 16:00:00,2.45,2.506,2.423,2.447,435730.343421,1066882.256525,1066882.256525,1
2023-01-29 16:00:00,2.448,2.507,2.265,2.298,492216.724712,1174625.009918,1174625.009918,1
2023-01-30 16:00:00,2.295,2.34,2.182,2.308,592566.828717,1349022.120498,1349022.120498,1
2023-01-31 16:00:00,2.311,2.353,2.193,2.206,395203.377765,907346.751258,907346.751258,1
2023-02-01 16:00:00,2.205,2.754,2.191,2.68,1793130.330326,4671003.527973,4671003.527973,1
2023-02-02 16:00:00,2.678,2.702,2.447,2.623,1051947.226098,2694065.183201,2694065.183201,1
2023-02-03 16:00:00,2.621,2.9,2.5,2.847,1291333.56386,3452853.22083,3452853.22083,1
2023-02-04 16:00:00,2.847,2.887,2.485,2.613,1104770.969677,2990937.292465,2990937.292465,1
2023-02-05 16:00:00,2.616,2.881,2.463,2.879,695791.310438,1819404.578422,1819404.578422,1
2023-02-06 16:00:00,2.877,2.957,2.713,2.882,1403010.870033,3986680.66795,3986680.66795,1
2023-02-07 16:00:00,2.884,3.032,2.733,2.738,1226555.004259,3552355.361482,3552355.361482,1
2023-02-08 16:00:00,2.737,2.742,2.522,2.583,998079.655324,2632633.101713,2632633.101713,1
2023-02-09 16:00:00,2.585,2.595,2.286,2.418,968402.907947,2344083.055785,2344083.055785,1
2023-02-10 16:00:00,2.422,2.459,2.347,2.447,360329.532072,868281.624564,868281.624564,1
2023-02-11 16:00:00,2.445,2.464,2.394,2.434,430492.184553,1045319.779281,1045319.779281,1
2023-02-12 16:00:00,2.434,2.508,2.225,2.391,1008461.26867,2406795.954607,2406795.954607,1
2023-02-13 16:00:00,2.387,2.497,2.306,2.448,828602.236401,1976457.278124,1976457.278124,1
2023-02-14 16:00:00,2.45,2.55,2.423,2.54,642521.618268,1595841.260961,1595841.260961,1
2023-02-15 16:00:00,2.54,2.764,2.508,2.697,1069806.715681,2839026.886995,2839026.886995,1
2023-02-16 16:00:00,2.695,2.76,2.404,2.579,1121429.33871,2874687.950131,2874687.950131,1
2023-02-17 16:00:00,2.578,2.668,2.54,2.587,804271.960019,2102305.016968,2102305.016968,1
2023-02-18 16:00:00,2.585,2.778,2.563,2.724,696868.520872,1849339.636253,1849339.636253,1
2023-02-19 16:00:00,2.724,2.838,2.532,2.79,1235336.091682,3349311.277606,3349311.277606,1
2023-02-20 16:00:00,2.793,2.815,2.586,2.62,844712.649314,2296657.830069,2296657.830069,1
2023-02-21 16:00:00,2.62,2.644,2.409,2.428,789339.851734,2002429.907581,2002429.907581,1
2023-02-22 16:00:00,2.422,2.814,2.39,2.588,1315207.163769,3393539.468824,3393539.468824,1
2023-02-23 16:00:00,2.589,2.796,2.528,2.555,1498988.904442,3971990.187251,3971990.187251,1
2023-02-24 16:00:00,2.553,2.775,2.467,2.516,1123279.634952,2927198.006627,2927198.006627,1
2023-02-25 16:00:00,2.514,2.568,2.398,2.522,614072.38447,1530387.132785,1530387.132785,1
2023-02-26 16:00:00,2.521,2.798,2.517,2.763,891276.000651,2368251.89069,2368251.89069,1
2023-02-27 16:00:00,2.76,2.969,2.667,2.925,1792705.177491,5072418.684415,5072418.684415,1
